fullpart_time,gender,months_work,respect,hr_wage,fullpart_time_char,gender_char
(1) Full-time worker,(2) Female,10,(1) Strongly agree,21.25,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,6,(1) Strongly agree,20.37037037038,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,3,(2) Agree,16,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,107.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,1.28571428571,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,8.125,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.825,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.6,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,6,(2) Agree,14,Part-time,Female
(1) Full-time worker,(1) Male,10,(2) Agree,13,Full-time,Male
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16.66666666667,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.55,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,32.29,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,10,Part-time,Female
NA,(2) Female,12,(1) Strongly agree,12.5,NA,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.1,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,NA,9,NA,10,Part-time,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,NA,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,4,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,20.91836734694,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,3.475,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,17.24,Full-time,Female
(1) Full-time worker,(2) Female,6,(4) Disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,8,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,6,(4) Disagree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.5,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,37.1157948718,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,14.21052631579,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,3,(2) Agree,8.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.61,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.3625,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,6,(2) Agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,30,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.38461538462,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,17.10000000001,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.03,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,51.42857142858,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,23.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,10.68,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,15.23,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,11.65,Full-time,Female
(1) Full-time worker,NA,12,(2) Agree,NA,Full-time,NA
(1) Full-time worker,(2) Female,3,(2) Agree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.13071428572,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,15,Part-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,13,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(1) Full-time worker,(1) Male,10,(1) Strongly agree,NA,Full-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,9,(4) Disagree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.15,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,11.53153153154,Full-time,Female
(2) Part-time worker,(2) Female,1,(1) Strongly agree,NA,Part-time,Female
(2) Part-time worker,(2) Female,5,(1) Strongly agree,10.5,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.19,Full-time,Female
(1) Full-time worker,(2) Female,12,NA,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,24.03846153847,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.55555555556,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,9,(3) Neither agree nor disagree,27.77777777778,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,11.1,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.37037037038,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,11,(1) Strongly agree,28.33333333334,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,16.26984126985,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,10.5,Part-time,Female
(2) Part-time worker,(2) Female,5,(1) Strongly agree,11.85,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.47401247402,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.201923076929999,Full-time,Female
(1) Full-time worker,(1) Male,12,(2) Agree,17.25,Full-time,Male
(2) Part-time worker,(2) Female,9,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,27.47,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,5,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,51.42857142858,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12.5,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12.72727272728,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,20.83,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,16.75,Full-time,Male
(2) Part-time worker,(2) Female,9,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,10,(4) Disagree,21.5,Full-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,7.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,11,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,7,(2) Agree,11.3,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13.15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,21,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.91,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.99,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,16.24060150376,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,16.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,23,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.85,Full-time,Female
(1) Full-time worker,(2) Female,9,(4) Disagree,63.33333333334,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,18.01801801802,Full-time,Female
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,21.54882154883,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,11.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.11111111112,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,17.5,Full-time,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,3,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,3,(1) Strongly agree,8.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,38.21428571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,8,Full-time,Female
(1) Full-time worker,(2) Female,9,(4) Disagree,20,Full-time,Female
(1) Full-time worker,(2) Female,9,(4) Disagree,31.25,Full-time,Female
(1) Full-time worker,(2) Female,NA,(3) Neither agree nor disagree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(1) Strongly agree,21.53846153847,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13.84615384616,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,14.80051480052,Full-time,Female
(2) Part-time worker,(2) Female,9,(4) Disagree,12.73,Part-time,Female
(1) Full-time worker,(2) Female,8,(3) Neither agree nor disagree,8.25,Full-time,Female
(1) Full-time worker,NA,12,NA,NA,Full-time,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,11.25,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.9,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,11,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,1,(3) Neither agree nor disagree,8.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.12121212122,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,52.08333333334,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.83333333334,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,29.16666666667,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,6.25,Full-time,Female
(1) Full-time worker,NA,11,NA,11,Full-time,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,5.625,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,54.9575,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,14.35897435898,Part-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,19.23076923077,Part-time,Female
(1) Full-time worker,(2) Female,12,NA,21.33333333334,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,33.33333333334,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.24,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.24324324325,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.26666666667,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(2) Part-time worker,(2) Female,2,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,14.96,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,13.32,Part-time,Female
(2) Part-time worker,(2) Female,10,(3) Neither agree nor disagree,12,Part-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,13.5,Part-time,Female
(1) Full-time worker,NA,NA,(1) Strongly agree,20,Full-time,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.76,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.24,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.375,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,NA,Full-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,5.95178571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.30000000001,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.95833333334,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,10,Full-time,Male
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,8,(1) Strongly agree,NA,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,24.01315789474,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,12.75510204082,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.79591836735,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17.2625,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.85714285715,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(2) Agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,15,Full-time,Female
NA,(1) Male,1,(1) Strongly agree,12.42857142858,NA,Male
(2) Part-time worker,(2) Female,12,(2) Agree,58.33333333334,Part-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,17.14285714286,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.65,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,18.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.6,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,8.75675675676,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.625,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,8,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,17.307692307699998,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,9.1,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,27,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,25,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,25,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11,Part-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13.5,Full-time,Male
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,18,Full-time,Female
(2) Part-time worker,(2) Female,6,(2) Agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,26.14379084968,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,11.875,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
